HCODE,DOCTYP,TAKER,DST,TRIA,DIRORG,DECAL,DSUNT,NOTES,SEDAT,EXTP,DEPN,COMIT,DSIZE,PORCS,DAREA
0850261A,評估報告書,,新竹縣,-,,供水、抽水或引水工程之開發,立方公尺,,,有條件通過環境影響評估,經濟部工業局,-,191500,辦理結案,288
0850251A,評估報告書,,桃園縣,-,行政院衛生署,醫療建設之開發,,,,有條件通過環境影響評估,財團法人長庚紀念醫院,-,4500,辦理結案,53.685
0850243A,評估報告書,,桃園縣,-,行政院衛生署,醫療建設之開發,,,,有條件通過環境影響評估,財團法人長庚紀念醫院,-,4500,辦理結案,53.685
0850241A,評估報告書,,桃園縣,-,行政院衛生署,醫療建設之開發,,,,有條件通過環境影響評估,財團法人長庚紀念醫院,-,4500,辦理結案,53.685
0850231A,評估報告書,,桃園縣,-,行政院衛生署,醫療建設之開發,,,,有條件通過環境影響評估,財團法人長庚紀念醫院,-,4500,辦理結案,53.685
0850221A,評估報告書,,桃園縣,-,行政院衛生署,醫療建設之開發,,,,有條件通過環境影響評估,財團法人長庚紀念醫院,-,4500,辦理結案,53.685
0850201A,評估報告書,周韋儒,桃園縣,-,桃園縣政府,新市區建設,公頃,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。,0851119,有條件通過環境影響評估,陳萬河,-,10.1603,辦理結案,10.1603
0850192A,評估報告書,周韋儒,桃園縣,-,桃園縣政府,新市區建設,公頃,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。,0851119,有條件通過環境影響評估,陳萬河,-,10.1603,辦理結案,10.1603
0850174A,評估報告書,周韋儒,桃園縣,-,桃園縣政府,新市區建設,公頃,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。,0851119,有條件通過環境影響評估,陳萬河,-,10.1603,辦理結案,10.1603
0850173A,說明書,,桃園縣,-,,環境保護工程之興建,公噸,,,有條件通過環境影響評估,桃園國際機場股份有限公司,-,120,辦理結案,0.25
0850172A,說明書,,桃園縣,-,,環境保護工程之興建,公噸,,,有條件通過環境影響評估,桃園國際機場股份有限公司,-,120,辦理結案,0.25
0850161A,說明書,周韋儒,桃園縣,-,桃園縣政府,公墓興建或擴建工程,公頃,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。2.本案通過審查會議紀錄詳見書件目錄C00。,0851028,有條件通過環境影響評估,江朝宗,-,2.1699,辦理結案,2.1699
0850152A,說明書,周韋儒,桃園縣,-,桃園縣政府,公墓興建或擴建工程,公頃,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。2.本案通過審查會議紀錄詳見書件目錄C00。,0851028,有條件通過環境影響評估,江朝宗,-,2.1699,辦理結案,2.1699
0850141A,評估報告書,孫維謙,宜蘭縣,-,行政院環保署,環境保護工程之興建,公噸,,,有條件通過環境影響評估,行政院環境保護署,-,600,辦理結案,10
0850132D,評估報告書,孫維謙,宜蘭縣,-,行政院環保署,環境保護工程之興建,公噸,,,有條件通過環境影響評估,行政院環境保護署,-,600,辦理結案,10
0850131A,說明書,王宇萱,桃園縣,-,,,,,,審查中,理成營造工程股份有限公司,-,,,
0850122A,說明書,,澎湖縣,-,,遊樂區之開發,,,,有條件通過環境影響評估,交通部觀光局,-,,辦理結案,9.35
0850121D,說明書,,澎湖縣,-,,遊樂區之開發,,,,有條件通過環境影響評估,交通部觀光局,-,,辦理結案,9.35
0850111A,說明書,郭殷碩,臺南市,0850930,臺南市政府,工廠之設立,公頃,,0850610,有條件通過環境影響評估,臺南市政府環境保護局,-,5.5975,辦理結案,5.5975
0850111D,說明書,郭殷碩,臺南市,0850930,臺南市政府,工廠之設立,公頃,,0850610,有條件通過環境影響評估,臺南市政府環境保護局,-,5.5975,辦理結案,5.5975
0850102A,說明書,郭殷碩,臺南市,0850930,臺南市政府,工廠之設立,公頃,,0850610,有條件通過環境影響評估,臺南市政府環境保護局,-,5.5975,辦理結案,5.5975
0850101D,說明書,郭殷碩,臺南市,0850930,臺南市政府,工廠之設立,公頃,,0850610,有條件通過環境影響評估,臺南市政府環境保護局,-,5.5975,辦理結案,5.5975
0850092A,說明書,郭殷碩,臺南市,0850930,臺南市政府,工廠之設立,公頃,,0850610,有條件通過環境影響評估,臺南市政府環境保護局,-,5.5975,辦理結案,5.5975
0850091D,說明書,王宇萱,桃園縣,-,,,,,,審查中,陳萬河,-,,,
0850082A,說明書,王宇萱,桃園縣,-,,,,,,審查中,陳萬河,-,,,
0850081D,說明書,王宇萱,桃園縣,-,,,,,,審查中,陳萬河,-,,,
0850081L,變更內容對照表,,新北市,-,教育部,,,,,審核修正通過,私立馬偕護理專科學校,-,0,辦理結案,0
0850071A,變更內容對照表,,新北市,-,教育部,,,,,審核修正通過,私立馬偕護理專科學校,-,0,辦理結案,0
0850071D,說明書,王宇萱,桃園縣,-,,,,,,審查中,交通部台灣區國道高速公路局,-,,,
0850071L,說明書,王宇萱,桃園縣,-,,,,,,審查中,交通部台灣區國道高速公路局,-,,,
0850061A,說明書,王宇萱,桃園縣,-,,,,,,審查中,龍顯國際股份有限公司(陳威伸),-,,,
0850061D,說明書,王宇萱,桃園縣,-,,,,,,審查中,龍顯國際股份有限公司(陳威伸),-,,,
0850054A,其他 (環調),,新竹縣,-,,,,環境管理計畫,,審核修正通過,立益育樂股份有限公司,-,0,辦理結案,0
0850052A,說明書,王宇萱,桃園縣,1011009,,,,,,審查中,盧金澤,-,,,
0850051D,說明書,王宇萱,桃園縣,1011009,,,,,,審查中,盧金澤,-,,,
0850041A,評估報告書,蘇君紋,臺中縣,-,臺中縣政府社會局,文教建設之開發,,,,有條件通過環境影響評估,財團法人天主教聖母聖心修女會,-,0,辦理結案,0
0850041D,評估報告書,蘇君紋,臺中縣,-,臺中縣政府社會局,文教建設之開發,,,,有條件通過環境影響評估,財團法人天主教聖母聖心修女會,-,0,辦理結案,0
0850036B,評估報告書,蘇君紋,臺中縣,-,臺中縣政府社會局,文教建設之開發,,,,有條件通過環境影響評估,財團法人天主教聖母聖心修女會,-,0,辦理結案,0
0850032A,評估報告書,蘇君紋,臺中縣,-,臺中縣政府社會局,文教建設之開發,,,,有條件通過環境影響評估,財團法人天主教聖母聖心修女會,-,0,辦理結案,0
0850031D,評估報告書,蘇君紋,臺中縣,-,臺中縣政府社會局,文教建設之開發,,,,有條件通過環境影響評估,財團法人天主教聖母聖心修女會,-,0,辦理結案,0
0850031E,說明書,,新竹縣,-,新竹縣政府,探礦、採礦,公頃,說明書定稿本,,應繼續進行第二階段環境影響評估,亞洲水泥股份有限公司,-,116.5246,辦理結案,116.5246
0850031I,說明書,,新竹縣,-,新竹縣政府,探礦、採礦,公頃,說明書定稿本,,應繼續進行第二階段環境影響評估,亞洲水泥股份有限公司,-,116.5246,辦理結案,116.5246
0850028E,說明書,,新竹縣,-,新竹縣政府,探礦、採礦,公頃,說明書定稿本,,應繼續進行第二階段環境影響評估,亞洲水泥股份有限公司,-,116.5246,辦理結案,116.5246
0850021B,說明書,林芳津,苗栗縣,-,,,,,,審查中,小山勇開發有限公司,-,,,
0850021D,說明書,林芳津,苗栗縣,-,,,,,,審查中,小山勇開發有限公司,-,,,
0850021R,說明書,黃朝琴,嘉義縣,-,,環境保護工程之興建,公頃,,,有條件通過環境影響評估,民雄鄉公所,-,7.1,辦理結案,7.1
0850012G,說明書,黃朝琴,嘉義縣,-,,環境保護工程之興建,公頃,,,有條件通過環境影響評估,民雄鄉公所,-,7.1,辦理結案,7.1
0850011D,說明書,張舜華,高雄市,-,..,工商綜合區開發、購物專用區、大型購物中心之興建,公頃,,0850101,有條件通過環境影響評估,新瑞都開發股份有限公司,-,1.99783,辦理結案,1.99783
0850011E,說明書,張舜華,高雄市,-,..,工商綜合區開發、購物專用區、大型購物中心之興建,公頃,,0850101,有條件通過環境影響評估,新瑞都開發股份有限公司,-,1.99783,辦理結案,1.99783
0850011F,說明書,,苗栗縣,-,,環境保護工程之興建,公頃,,,審查中,苗栗市公所,-,7.4,完成審查,7.4
0850011I,說明書,,臺中市,-,,新市區建設,平方公尺,,,有條件通過環境影響評估,何茂源,-,11.9214,辦理結案,11
0850011K,說明書,,臺中市,-,,新市區建設,平方公尺,,,有條件通過環境影響評估,何茂源,-,11.9214,辦理結案,11
0850011L,差異分析報告,,雲林縣,-,經濟部能源局,,,,,審核修正通過,台灣塑膠工業股份有限公司、南亞塑膠工業股份有限公司、台灣化學纖維股份有限公司等,-,0,辦理結案,0
0850011N,差異分析報告,,雲林縣,-,經濟部能源局,,,,,審核修正通過,台灣塑膠工業股份有限公司、南亞塑膠工業股份有限公司、台灣化學纖維股份有限公司等,-,0,辦理結案,0
0850011R,差異分析報告,,雲林縣,-,經濟部能源局,,,,,審核修正通過,台灣塑膠工業股份有限公司、南亞塑膠工業股份有限公司、台灣化學纖維股份有限公司等,-,0,辦理結案,0
0850011W,差異分析報告,,雲林縣,-,經濟部能源局,,,,,審核修正通過,台灣塑膠工業股份有限公司、南亞塑膠工業股份有限公司、台灣化學纖維股份有限公司等,-,0,辦理結案,0
0850011X,差異分析報告,,雲林縣,-,經濟部能源局,,,,,審核修正通過,台灣塑膠工業股份有限公司、南亞塑膠工業股份有限公司、台灣化學纖維股份有限公司等,-,0,辦理結案,0
0850001L,差異分析報告,盧柏州,新北市,-,內政部營建署,,,,,審核修正通過,杜明福,-,0,辦理結案,0
0840661A,差異分析報告,盧柏州,新北市,-,內政部營建署,,,,,審核修正通過,杜明福,-,0,辦理結案,0
0840651A,差異分析報告,盧柏州,新北市,-,內政部營建署,,,,,審核修正通過,杜明福,-,0,辦理結案,0
0840632A,差異分析報告,,高雄市,-,,,,,,審核修正通過,中國鋼鐵股份有限公司,-,0,辦理結案,0
0840621A,差異分析報告,,高雄市,-,,,,,,審核修正通過,中國鋼鐵股份有限公司,-,0,辦理結案,0
0840611A,其他,,屏東縣,-,交通部觀光局,,,,,審核修正通過,南仁湖育樂股份有限公司,-,,辦理結案,
0840603A,其他,,屏東縣,-,交通部觀光局,,,,,審核修正通過,南仁湖育樂股份有限公司,-,,辦理結案,
0840593A,說明書,,桃園縣,-,,環境保護工程之興建,,,,有條件通過環境影響評估,昶昕實業股份有限公司,-,,辦理結案,
0840573A,說明書,,桃園縣,-,,環境保護工程之興建,,,,有條件通過環境影響評估,昶昕實業股份有限公司,-,,辦理結案,
0840563A,說明書,,雲林縣,-,,道路之開發,公里,,,有條件通過環境影響評估,台灣省交通處公路局,-,43.5,辦理結案,
0840552A,說明書,,高雄市,-,,土石採取,公頃,,,有條件通過環境影響評估,臺灣港務股份有限公司(臺灣港務股份有限公司、台灣水泥股份有限公司、亞洲水泥股份有限公司、幸福水泥股份有限公司、嘉環東泥股份有限公司、國興水泥股份有限公司及台宇實業股份有限公司),-,3.5,辦理結案,3.5
0840548A,說明書,,高雄市,-,,土石採取,公頃,,,有條件通過環境影響評估,臺灣港務股份有限公司(臺灣港務股份有限公司、台灣水泥股份有限公司、亞洲水泥股份有限公司、幸福水泥股份有限公司、嘉環東泥股份有限公司、國興水泥股份有限公司及台宇實業股份有限公司),-,3.5,辦理結案,3.5
0840535A,說明書,,新竹縣,-,,新市區建設,公頃,,,認定不應開發,六合育樂股份有限公司,-,18.4146,辦理結案,18.4146
0840534A,說明書,,新竹縣,-,,新市區建設,公頃,,,認定不應開發,六合育樂股份有限公司,-,18.4146,辦理結案,18.4146
0840532A,說明書,,新竹縣,-,,新市區建設,公頃,,,認定不應開發,六合育樂股份有限公司,-,18.4146,辦理結案,18.4146
0840522A,說明書,,新竹縣,-,,新市區建設,公頃,,,認定不應開發,六合育樂股份有限公司,-,18.4146,辦理結案,18.4146
0840511A,說明書,,新竹縣,-,,新市區建設,公頃,,,認定不應開發,六合育樂股份有限公司,-,18.4146,辦理結案,18.4146
0840502A,說明書,黃雅絢,高雄市,-,經濟部水利署,蓄水工程之開發,公頃,,,有條件通過環境影響評估,台灣省政府、省水利局,-,550.94,辦理結案,550.94
0840492A,說明書,黃雅絢,高雄市,-,經濟部水利署,蓄水工程之開發,公頃,,,有條件通過環境影響評估,台灣省政府、省水利局,-,550.94,辦理結案,550.94
0840481A,說明書,黃雅絢,高雄市,-,經濟部水利署,蓄水工程之開發,公頃,,,有條件通過環境影響評估,台灣省政府、省水利局,-,550.94,辦理結案,550.94
0840471A,說明書,,臺灣地區,-,經濟部水利署,供水、抽水或引水工程之開發,公里,,,有條件通過環境影響評估,台灣省水利局,-,14.5,辦理結案,0
0840461A,說明書,,臺灣地區,-,經濟部水利署,供水、抽水或引水工程之開發,公里,,,有條件通過環境影響評估,台灣省水利局,-,14.5,辦理結案,0
0840458A,說明書,,新竹市,-,,新市區建設,公頃,,,應繼續進行第二階段環境影響評估,許憲宗,-,23.7554,辦理結案,23.7554
0840441A,說明書,,新竹市,-,,新市區建設,公頃,,,應繼續進行第二階段環境影響評估,許憲宗,-,23.7554,辦理結案,23.7554
0840424A,說明書,,澎湖縣,-,,風景區之開發,公頃,,,應繼續進行第二階段環境影響評估,交通部觀光局,-,50,辦理結案,50
0840421A,說明書,,澎湖縣,-,,風景區之開發,公頃,,,應繼續進行第二階段環境影響評估,交通部觀光局,-,50,辦理結案,50
0840411A,說明書,,宜蘭縣,-,,新市區建設,公頃,,,有條件通過環境影響評估,建美建設股份有限公司,-,6.04,辦理結案,6.04
0840401A,說明書,陳昭旭,南投縣,-,內政部營建署,文教建設之開發,公頃,,,有條件通過環境影響評估,行政院文化建設委員會,-,28.9963,辦理結案,28.9963
0840391A,說明書,陳昭旭,南投縣,-,內政部營建署,文教建設之開發,公頃,,,有條件通過環境影響評估,行政院文化建設委員會,-,28.9963,辦理結案,28.9963
0840381A,說明書,,高雄市,-,,環境保護工程之興建,公噸,,,有條件通過環境影響評估,郡大實業股份有限公司,-,30,辦理結案,0.0839
0840371A,說明書,,高雄市,-,,環境保護工程之興建,公噸,,,有條件通過環境影響評估,郡大實業股份有限公司,-,30,辦理結案,0.0839
0840361A,說明書,,高雄市,-,,環境保護工程之興建,公噸,,,有條件通過環境影響評估,郡大實業股份有限公司,-,30,辦理結案,0.0839
0840351A,說明書,,高雄市,-,,環境保護工程之興建,公噸,,,有條件通過環境影響評估,郡大實業股份有限公司,-,30,辦理結案,0.0839
0840341A,說明書,,高雄市,-,,環境保護工程之興建,公噸,,,有條件通過環境影響評估,郡大實業股份有限公司,-,30,辦理結案,0.0839
0840331A,說明書,,臺南縣,-,,工廠之設立,公頃,,,應繼續進行第二階段環境影響評估,信立化學工業股份有限公司,-,13.286922,辦理結案,13.286922
0840311A,說明書,,臺南縣,-,,工廠之設立,公頃,,,應繼續進行第二階段環境影響評估,信立化學工業股份有限公司,-,13.286922,辦理結案,13.286922
0840301A,說明書,,臺南縣,-,,工廠之設立,公頃,,,應繼續進行第二階段環境影響評估,信立化學工業股份有限公司,-,13.286922,辦理結案,13.286922
0840291A,說明書,,臺灣本島,-,交通部,道路之開發,公里,,,有條件通過環境影響評估,台灣省交通處公路局,-,17,辦理結案,0
0840281A,說明書,,臺灣本島,-,交通部,道路之開發,公里,,,有條件通過環境影響評估,台灣省交通處公路局,-,17,辦理結案,0
0840271A,差異分析報告,林佳瑋、孫維謙,新北市,-,交通部,,,,,審核修正通過,台北市政府捷運工程局,-,0,辦理結案,0
0840261A,差異分析報告,林佳瑋、孫維謙,新北市,-,交通部,,,,,審核修正通過,台北市政府捷運工程局,-,0,辦理結案,0
0840251A,說明書,謝志男,新北市,-,內政部,環境保護工程之興建,公噸,,,應繼續進行第二階段環境影響評估,內政部營建署,-,1050,辦理結案,38
0840241A,說明書,謝志男,新北市,-,內政部,環境保護工程之興建,公噸,,,應繼續進行第二階段環境影響評估,內政部營建署,-,1050,辦理結案,38
0840231A,評估報告書,張同婉,宜蘭縣,-,教育部,文教建設之開發,公頃,,,有條件通過環境影響評估,佛光人文社會學院籌備處,-,56.59,辦理結案,56.59
0840222A,評估報告書,張同婉,臺北市,-,經濟部,園區之開發,公頃,,,有條件通過環境影響評估,經濟部工業局,-,8.2,辦理結案,8.2
0840213A,評估報告書,張同婉,臺北市,-,經濟部,園區之開發,公頃,,,有條件通過環境影響評估,經濟部工業局,-,8.2,辦理結案,8.2
0840212A,評估報告書,,新竹市,-,教育部,文教建設之開發,公頃,,,有條件通過環境影響評估,國立新竹師範學院,-,64.86,辦理結案,64.86
0840202A,評估報告書,,新竹市,-,教育部,文教建設之開發,公頃,,,有條件通過環境影響評估,國立新竹師範學院,-,64.86,辦理結案,64.86
0840191A,評估報告書,,新竹市,-,教育部,文教建設之開發,公頃,,,有條件通過環境影響評估,國立新竹師範學院,-,64.86,辦理結案,64.86
0840181A,評估報告書,,新竹市,-,教育部,文教建設之開發,公頃,,,有條件通過環境影響評估,國立新竹師範學院,-,64.86,辦理結案,64.86
0840171A,評估報告書,,新竹市,-,教育部,文教建設之開發,公頃,,,有條件通過環境影響評估,國立新竹師範學院,-,64.86,辦理結案,64.86
0840161A,說明書,,臺灣本島,-,經濟部,核能及其他能源之開發,瓩,,,有條件通過環境影響評估,台灣電力公司,-,61200,辦理結案,0
0840151A,說明書,,臺灣本島,-,經濟部,核能及其他能源之開發,瓩,,,有條件通過環境影響評估,台灣電力公司,-,61200,辦理結案,0
0840142A,說明書,,臺灣本島,-,經濟部,核能及其他能源之開發,瓩,,,有條件通過環境影響評估,台灣電力公司,-,61200,辦理結案,0
0840132A,說明書,,臺南縣,-,,園區之開發,公頃,,,有條件通過環境影響評估,行政院國家科學委員會,-,660,辦理結案,660
0840122A,說明書,,臺南縣,-,,園區之開發,公頃,,,有條件通過環境影響評估,行政院國家科學委員會,-,660,辦理結案,660
0840112A,說明書,謝志男,雲林縣,-,經濟部,環境保護工程之興建,公噸,,,有條件通過環境影響評估,日友廢棄物處理股份有限公司,-,40,辦理結案,0.6
0840102A,說明書,謝志男,雲林縣,-,經濟部,環境保護工程之興建,公噸,,,有條件通過環境影響評估,日友廢棄物處理股份有限公司,-,40,辦理結案,0.6
0840094A,說明書,,高雄市,-,,環境保護工程之興建,公噸,,,有條件通過環境影響評估,久發環保工程股份有限公司,-,35,辦理結案,0.27
0840091A,說明書,,高雄市,-,,環境保護工程之興建,公噸,,,有條件通過環境影響評估,久發環保工程股份有限公司,-,35,辦理結案,0.27
0840081A,環境調查報告,,新竹縣,-,新竹縣政府,,,環境調查報告書,,審核修正通過,台灣水梨股份有限公司竹東廠,-,0,辦理結案,0
0840071A,說明書,,高雄市,-,,環境保護工程之興建,公噸,,,有條件通過環境影響評估,自翔工業有限公司,-,35,辦理結案,0.1
0840061A,說明書,,高雄市,-,,環境保護工程之興建,公噸,,,有條件通過環境影響評估,自翔工業有限公司,-,35,辦理結案,0.1
0840052A,說明書,王宇萱,桃園縣,-,,,,,,審查中,天輪化工股份有限公司,-,,,
0840051D,說明書,王宇萱,桃園縣,-,,,,,,審查中,天輪化工股份有限公司,-,,,
0840041D,說明書,王宇萱,桃園縣,-,,,,,,審查中,天輪化工股份有限公司,-,,,
0840032I,說明書,王宇萱,桃園縣,-,,,,,,審查中,天輪化工股份有限公司,-,,,
0840031A,說明書,王宇萱,桃園縣,-,,,,,,審查中,天輪化工股份有限公司,-,,,
0840031D,說明書,莊惠如,基隆市,-,基隆市政府產業發展處,工廠之設立,公頃,,0840808,有條件通過環境影響評估,林志聖,-,7.7994,辦理結案,7.7994
0840031E,說明書,莊惠如,基隆市,-,基隆市政府產業發展處,工廠之設立,公頃,,0840808,有條件通過環境影響評估,林志聖,-,7.7994,辦理結案,7.7994
0840027E,說明書,莊惠如,基隆市,-,基隆市政府產業發展處,工廠之設立,公頃,,0840808,有條件通過環境影響評估,林志聖,-,7.7994,辦理結案,7.7994
0840022N,環境調查報告,,新竹縣,-,新竹縣政府,,,環境調查報告書,,審核修正通過,玉山石礦股份有限公司,-,0,辦理結案,0
0840021A,環境調查報告,,新竹縣,-,新竹縣政府,,,環境調查報告書,,審核修正通過,玉山石礦股份有限公司,-,0,辦理結案,0
0840021B,說明書,,高雄市,-,,環境保護工程之興建,公噸,,,有條件通過環境影響評估,碧志企業有限公司,-,35,辦理結案,1.13
0840021D,說明書,,高雄市,-,,環境保護工程之興建,公噸,,,有條件通過環境影響評估,碧志企業有限公司,-,35,辦理結案,1.13
0840021I,評估報告書,-,雲林縣,-,內政部,新市區建設,公頃,因資料缺漏，故繳費日期僅供參考。,0830101,通過環境影響評估審查,李紹漢,-,52.4562,辦理結案,52.4562
0840021R,評估報告書,-,雲林縣,-,內政部,新市區建設,公頃,因資料缺漏，故繳費日期僅供參考。,0830101,通過環境影響評估審查,李紹漢,-,52.4562,辦理結案,52.4562
0840017E,說明書,,苗栗縣,-,,其他開發行為,公頃,,,有條件通過環境影響評估,苗栗縣苑裡鎮公所,-,14.4864,辦理結案,14.4864
0840012N,評估報告書,,苗栗縣,-,,新市區建設,公頃,,,,徐展文,-,15.7494,辦理結案,15.7494
0840011A,評估報告書,,苗栗縣,-,,新市區建設,公頃,,,,徐展文,-,15.7494,辦理結案,15.7494
0840011B,說明書,,高雄市,-,,工廠之設立,,,,有條件通過環境影響評估,高雄縣政府,-,0,辦理結案,0
0840011D,說明書,,高雄市,-,,工廠之設立,,,,有條件通過環境影響評估,高雄縣政府,-,0,辦理結案,0
0840011I,說明書,,高雄市,-,,工廠之設立,,,,有條件通過環境影響評估,高雄縣政府,-,0,辦理結案,0
0840011R,說明書,,高雄市,-,,工廠之設立,,,,有條件通過環境影響評估,高雄縣政府,-,0,辦理結案,0
0831162A,說明書,,高雄市,-,,工廠之設立,,,,有條件通過環境影響評估,高雄縣政府,-,0,辦理結案,0
0831158A,差異分析報告,郭博鳴,彰化縣,-,交通部,,,,,審核修正通過,新環工程顧問股份有限公司,-,0,辦理結案,0
0831141A,差異分析報告,郭博鳴,彰化縣,-,交通部,,,,,審核修正通過,新環工程顧問股份有限公司,-,0,辦理結案,0
0831131A,差異分析報告,郭博鳴,彰化縣,-,交通部,,,,,審核修正通過,新環工程顧問股份有限公司,-,0,辦理結案,0
0831121A,其他,孫維謙,桃園縣,-,經濟部,,,,,審核修正通過,中國石油股份有限公司,-,0,辦理結案,0
0831112A,其他,孫維謙,桃園縣,-,經濟部,,,,,審核修正通過,中國石油股份有限公司,-,0,辦理結案,0
0831102A,評估報告書,蔡玲儀,苗栗縣,-,經濟部,核能及其他能源之開發,瓩,繳費日期僅供參考,0830101,有條件通過環境影響評估,台灣電力公司,-,1500000,辦理結案,43
0831091A,評估報告書,蔡玲儀,苗栗縣,-,經濟部,核能及其他能源之開發,瓩,繳費日期僅供參考,0830101,有條件通過環境影響評估,台灣電力公司,-,1500000,辦理結案,43
0831083A,說明書,,苗栗縣,-,,環境保護工程之興建,,,,有條件通過環境影響評估,福誼化學工業股份有限公司,-,,辦理結案,
0831063A,說明書,,苗栗縣,-,,環境保護工程之興建,,,,有條件通過環境影響評估,福誼化學工業股份有限公司,-,,辦理結案,
0831058A,說明書,,臺灣地區,-,,道路之開發,公里,,,有條件通過環境影響評估,台灣省交通處公路局,-,34.2,辦理結案,
0831038A,評估報告書,,花蓮縣,-,,土石採取,公頃,,,有條件通過環境影響評估,世易水泥股份有限公司,-,19.21,辦理結案,19.21
0831032A,評估報告書,,花蓮縣,-,,土石採取,公頃,,,有條件通過環境影響評估,世易水泥股份有限公司,-,19.21,辦理結案,19.21
0831022A,說明書,,新竹縣,-,交通部,道路之開發,公里,,,有條件通過環境影響評估,台灣省交通處公路局,-,26.1,辦理結案,0
0831012A,說明書,,新竹縣,-,交通部,道路之開發,公里,,,有條件通過環境影響評估,台灣省交通處公路局,-,26.1,辦理結案,0
0831002A,說明書,,新竹縣,-,交通部,道路之開發,公里,,,有條件通過環境影響評估,台灣省交通處公路局,-,26.1,辦理結案,0
0830991A,說明書,,新竹縣,-,交通部,道路之開發,公里,,,有條件通過環境影響評估,台灣省交通處公路局,-,26.1,辦理結案,0
0830981A,說明書,,新竹縣,-,交通部,道路之開發,公里,,,有條件通過環境影響評估,台灣省交通處公路局,-,26.1,辦理結案,0
0830971A,說明書,徐淑芷,高雄市,-,經濟部,環境保護工程之興建,公頃,,,有條件通過環境影響評估,中國石油公司高雄煉油總廠,-,0.08,辦理結案,0.08
0830961A,說明書,徐淑芷,高雄市,-,經濟部,環境保護工程之興建,公頃,,,有條件通過環境影響評估,中國石油公司高雄煉油總廠,-,0.08,辦理結案,0.08
0830951A,說明書,徐淑芷,高雄市,-,經濟部,環境保護工程之興建,公頃,,,有條件通過環境影響評估,中國石油公司高雄煉油總廠,-,0.08,辦理結案,0.08
0830942A,說明書,,臺灣地區,-,,道路之開發,公里,,,有條件通過環境影響評估,台灣省政府住宅及都市發展局,-,17.3,辦理結案,
0830932A,說明書,,臺灣地區,-,,道路之開發,公里,,,有條件通過環境影響評估,台灣省政府住宅及都市發展局,-,17.3,辦理結案,
0830924A,說明書,,新竹縣,-,,新市區建設,公頃,,,應繼續進行第二階段環境影響評估,何廷熙,-,11.92,辦理結案,11.92
0830921A,說明書,,新竹縣,-,,新市區建設,公頃,,,應繼續進行第二階段環境影響評估,何廷熙,-,11.92,辦理結案,11.92
0830911A,說明書,,臺灣地區,-,經濟部工業局,供水、抽水或引水工程之開發,公頃,,,應繼續進行第二階段環境影響評估,經濟部水資源通一規劃委員會,-,17721,辦理結案,17721
0830901A,說明書,,臺灣地區,-,經濟部工業局,供水、抽水或引水工程之開發,公頃,,,應繼續進行第二階段環境影響評估,經濟部水資源通一規劃委員會,-,17721,辦理結案,17721
0830891A,說明書,,花蓮縣,-,,遊樂區之開發,平方公尺,,,有條件通過環境影響評估,花蓮海洋公園股份有限公司,-,139421,辦理結案,
0830881A,說明書,,臺中縣,-,,風景區之開發,公頃,,,有條件通過環境影響評估,台灣省交通處旅遊局,-,31300,辦理結案,31300
0830871A,說明書,,臺中縣,-,,風景區之開發,公頃,,,有條件通過環境影響評估,台灣省交通處旅遊局,-,31300,辦理結案,31300
0830862A,說明書,,彰化縣,-,,風景區之開發,公里,,,有條件通過環境影響評估,台灣省交通處旅遊局,-,220,辦理結案,
0830851A,說明書,,彰化縣,-,,風景區之開發,公里,,,有條件通過環境影響評估,台灣省交通處旅遊局,-,220,辦理結案,
0830842A,說明書,,彰化縣,-,,風景區之開發,公里,,,有條件通過環境影響評估,台灣省交通處旅遊局,-,220,辦理結案,
0830831A,說明書,,彰化縣,-,,風景區之開發,公里,,,有條件通過環境影響評估,台灣省交通處旅遊局,-,220,辦理結案,
0830821A,說明書,,彰化縣,-,,風景區之開發,公里,,,有條件通過環境影響評估,台灣省交通處旅遊局,-,220,辦理結案,
0830812A,變更內容對照表,孫維謙,花蓮縣,-,經濟部,,,,,審核修正通過,和平工業區專用港實業股份有限公司,-,0,辦理結案,0
0830801A,變更內容對照表,孫維謙,花蓮縣,-,經濟部,,,,,審核修正通過,和平工業區專用港實業股份有限公司,-,0,辦理結案,0
0830791A,變更內容對照表,孫維謙,花蓮縣,-,經濟部,,,,,審核修正通過,和平工業區專用港實業股份有限公司,-,0,辦理結案,0
0830781A,評估報告書,孫維謙,花蓮縣,-,經濟部,港灣之開發,公頃,,,有條件通過環境影響評估,經濟部工業局,-,145,辦理結案,145
0830771A,評估報告書,孫維謙,花蓮縣,-,經濟部,港灣之開發,公頃,,,有條件通過環境影響評估,經濟部工業局,-,145,辦理結案,145
0830761A,說明書,,臺東縣,-,,放射性廢棄物貯存或處理設施興建,公頃,,,有條件通過環境影響評估,台灣電力公司,-,24,辦理結案,24
0830751A,說明書,,臺東縣,-,,放射性廢棄物貯存或處理設施興建,公頃,,,有條件通過環境影響評估,台灣電力公司,-,24,辦理結案,24
