Id,DevCategory,Taker,SendDate,Area,Region,Agency,ExamineDate,CommitteeDate,ExamineStatus,Status,DocType,DevUnit,Notes,Unit,Size
1000433A,,何文淵,1000401,0,雲林縣,經濟部工業局,1001123,1010725,審核修正通過,辦理結案,差異分析報告,台塑石化股份有限公司,,,0
1000440A,政策環評,溫育勇,,0,澎湖縣,,1010718,1010801,作成徵詢意見,辦理結案,政策評估說明書,澎湖縣政府,,,0
1000454A,,陳彥男,1000421,0,新北市,教育部,1000624,1000708,審核修正通過,辦理結案,變更內容對照表,財團法人馬偕醫學院,本書件為定稿本,,0
1000461A,遊樂區之開發,陳彥男,1000330,39.9925,臺中市,交通部觀光局,1020218,1020619,通過環境影響評估審查,辦理結案,說明書,彰化縣農會,,公頃,39.9925
1000473A,,張同婉,1000412,0,彰化縣,經濟部工業局,1020410,1011017,審查中,補正後再審,差異分析報告,經濟部工業局,本書件為第五次修訂本,,0
1000484A,,邱景昆,1000421,0,臺南市,經濟部工業局,1000504,1000708,審查中,辦理結案,變更內容對照表,臺南市政府經濟發展局,本書件為定稿本,,0
1000494A,,邱景昆,1000426,0,臺灣地區,交通部,1000627,1000829,審核修正通過,辦理結案,變更內容對照表,交通部高速鐵路工程局、台灣高速鐵路股份有限公司,本書件為定稿本,,0
1000503A,,鄭惠文,1000426,0,臺中市,交通部,1000707,1000829,審核修正通過,辦理結案,差異分析報告,匯僑股份有限公司,,,0
1000514A,,陳彥男,1000503,0,臺中縣,經濟部工業局,1000518,1000708,不同意變更,辦理結案,變更內容對照表,貝民股份有限公司,本書件為初稿本,,0
1000524A,,陳彥男,1000503,0,臺北市,教育部,1000516,1000610,審核修正通過,辦理結案,變更內容對照表,國立臺灣大學,本書件為定稿本,,0
1000533A,,張同婉,1000420,0,臺中市,經濟部工業局,1000721,1000729,審核修正通過,辦理結案,差異分析報告,台中市政府,,,0
1000543A,,張同婉,1000426,0,臺南市,經濟部工業局,1010618,1010907,審核修正通過,辦理結案,差異分析報告,台南市政府,,,0
1000554A,,陳彥男,1000401,0,宜蘭縣,經濟部,-,1000503,審核修正通過,辦理結案,變更內容對照表,台灣自來水股份有限公司,本書件為定稿本,,0
1000563A,,楊智凱,1000420,0,基隆市,交通部,1000728,1001014,審核修正通過,辦理結案,差異分析報告,交通部公路總局西部濱海公路北區臨時工程處,,,0
1000574A,,陳彥男,1000513,0,苗栗縣,經濟部能源局,1000527,1000729,審核修正通過,辦理結案,變更內容對照表,中國石油化學工業開發股份有限公司,本書件為定稿本,,0
1000584A,,邱景昆,1000505,0,雲林縣,經濟部工業局,1000527,1000708,不同意變更,不同意變更,變更內容對照表,南亞塑膠工業股份有限公司,本書件為初稿本,,0
1000598A,道路之開發,陳彥男,,0,彰化縣,交通部,1020319,1020603,審核修正通過,辦理結案,其他,交通部公路總局西部濱海公路中區工程處,,公里,7
1000603A,,楊智凱,1000517,0,花蓮縣,經濟部工業局,1001228,1010327,審核修正通過,辦理結案,差異分析報告,經濟部工業局,,,0
1000624A,,陳彥男,1000517,0,桃園縣,經濟部,1000726,1001130,審核修正通過,辦理結案,變更內容對照表,經濟部水利署,本書件為定稿本,,0
1000634A,,石秉鑫,1000510,0,宜蘭縣,內政部營建署,-,1000610,審核修正通過,辦理結案,變更內容對照表,交通部公路總局,本書件為定稿本,,0
1000643A,,張同婉,1000505,0,新北市,交通部,1000718,1001014,審核修正通過,辦理結案,差異分析報告,交通部基隆港務局,,,0
1000653A,,鄭惠文,1000516,0,臺中市,經濟部工業局,1001229,1010208,審核修正通過,辦理結案,差異分析報告,中龍鋼鐵股份有限公司,,,0
1000664A,,陳彥男,1000530,0,苗栗縣,行政院國家科學委員會,1000607,1000729,審核修正通過,辦理結案,變更內容對照表,科學工業園區管理局,本書件為定稿本,,0
1000673A,,張同婉,1000526,0,苗栗縣,經濟部能源局,1001108,-,其他,辦理結案,差異分析報告,龍威風力發電股份有限公司,開發單位申請撤回,,0
1000681A,供水、抽水或引水工程之開發,溫育勇,1000520,4.7309,臺南市,行政院農業委員會,1001103,1010208,有條件通過環境影響評估,辦理結案,說明書,臺灣省嘉南農田水利會,,公尺,3479
1000691A,供水、抽水或引水工程之開發,何文淵,1000516,83.8,雲林縣,經濟部,1001117,1010229,有條件通過環境影響評估,辦理結案,說明書,台灣自來水股份有限公司,,公噸,400000
1000703A,,何文淵,1000518,0,新竹縣,交通部觀光局,1000607,1001014,審核修正通過,辦理結案,差異分析報告,承恩建設股份有限公司,,,0
1000714A,,陳彥男,1000603,0,臺北市,交通部觀光局；臺北市政府都市發展局；臺北市政府觀光傳播局,1000614,1000708,審核修正通過,辦理結案,變更內容對照表,宜華國際股份有限公司,本書件為定稿本,,0
1000724A,,陳彥男,1000603,0,臺中市,行政院衛生署,1010215,1010725,審核修正通過,辦理結案,變更內容對照表,財團法人敬德護理之家,本書件為定稿本,,0
1000734A,,陳彥男,1000607,0,花蓮縣,經濟部,1000621,1000729,審核修正通過,辦理結案,變更內容對照表,台灣電力股份有限公司,本書件為定稿本,,0
1000741A,道路之開發,鄭惠文,1000519,1.8,南投縣,交通部,1001025,1001223,有條件通過環境影響評估,辦理結案,說明書,交通部公路總局第二區養護工程處,,公里,4.5
1000754A,,邱景昆,1000608,0,高雄市,交通部,1000629,1000829,審核修正通過,辦理結案,變更內容對照表,交通部高雄港務局,本書件為定稿本,,0
1000764A,,陳彥男,1000616,0,彰化縣,行政院農業委員會,1000629,1000729,不同意變更,辦理結案,變更內容對照表,彰化縣政府,本書件為初稿本,,0
1000774A,,邱景昆,1000614,0,宜蘭縣,教育部,1000720,1000729,審核修正通過,辦理結案,變更內容對照表,國立陽明大學,本書件為定稿本,,0
1000794A,,邱景昆,1000615,0,屏東縣,行政院農委會,1000706,1000829,審核修正通過,辦理結案,變更內容對照表,行政院農業委員會屏東農業生物技術園區籌備處,本書件為定稿本,,0
1000803A,,鄭惠文,1000530,0,苗栗縣,行政院國家科學委員會,1001216,1010208,審核修正通過,辦理結案,差異分析報告,科學工業園區管理局、財團法人國家衛生研究院、財團法人台灣動物科技研究所,,,0
1000811A,核能及其他能源之開發,溫育勇,1000620,49.5,花蓮縣,經濟部,1000729,1000829,應繼續進行第二階段環境影響評估,辦理結案,說明書,台灣電力股份有限公司,本書件為初稿本,瓩,49000
1000821A,鐵路之開發,何文淵,1000621,51.8,屏東縣,交通部,1010411,1010801,有條件通過環境影響評估,辦理結案,說明書,交通部台灣鐵路管理局,,公頃,51.8
1000834A,,溫育勇,1000620,0,花蓮縣,經濟部,1001104,1010327,審核修正通過,辦理結案,變更內容對照表,台灣電力股份有限公司,,,0
1000853A,,何文淵,1000630,0,基隆市,教育部,1000929,1001130,審核修正通過,辦理結案,差異分析報告,國立海洋科技博物館籌備處,,,0
1000861A,探礦、採礦,陳彥男,1000628,5.2513,花蓮縣,經濟部礦務局,1020411,1020501,認定不應開發,辦理結案,說明書,理新礦業股份有限公司,本書件為第2次修訂本,公頃,5.2513
1000871A,設置石油、石油製品貯存槽,楊智凱,1000705,9.62,高雄市,經濟部,1001124,1010327,有條件通過環境影響評估,辦理結案,說明書,台灣中油股份有限公司,,公頃,9.62
1000883A,,楊智凱,1000714,0,宜蘭縣,經濟部礦務局,1001007,1001130,審核修正通過,辦理結案,差異分析報告,蘇澳石礦股份有限公司,,,0
1000893A,,鄭惠文,1000713,0,臺中市,交通部,1000725,1001014,審核修正通過,辦理結案,差異分析報告,交通部鐵路改建工程局中部工程處,,,0
1000903A,,張同婉,,0,臺中市,行政院衛生署,1001201,1001223,不同意變更,辦理結案,差異分析報告,財團法人敬德護理之家,本書件為初稿本,,0
1000914A,,邱景昆,1000712,0,桃園縣,內政部營建署,1010821,-,審核修正通過,辦理結案,變更內容對照表,龍潭渴望智慧園區工業區管理委員會,本書件為定稿本,,0
1000924A,,邱景昆,,0,彰化縣,教育部,-,1000829,不同意變更,不同意變更,變更內容對照表,明道大學,本書件為初稿本,,0
1000933A,,陳彥男,1000713,0,南投縣,交通部觀光局,1020412,1020603,審核修正通過,辦理結案,差異分析報告,寶泰開發事業股份有限公司,,,0
1000943A,,何文淵,1000713,0,臺灣地區,交通部,1000929,1001130,審核修正通過,辦理結案,差異分析報告,交通部台灣區國道新建工程局,,,0
1000953A,港灣之開發,溫育勇,1000720,13.1,連江縣,交通部,1010306,1010604,審核修正通過,辦理結案,差異分析報告,連江縣政府,,公頃,13.1
1000964A,,邱景昆,1000630,0,新北市,交通部,-,1000829,審查中,改以環差報告送審,變更內容對照表,台塑石化股份有限公司,本書件為初稿本,,0
1000991A,軍事、海防營區、飛彈試射場、靶場或雷達站,鄭惠文,1000804,83.5,臺中市,國防部,1010106,1010327,有條件通過環境影響評估,辦理結案,說明書,陸軍第十軍團指揮部,,公頃,83.5
1001003A,,楊智凱,1000727,0,臺北市,國防部,1000823,1001014,審核修正通過,辦理結案,差異分析報告,國防醫學院三軍總醫院,,,0
1001018A,,張同婉,1000804,0,臺灣地區,經濟部,1010213,1010327,其他,辦理結案,其他 (環差+對照表),經濟部水利署南區水資源局,"本書件為初稿本;本案""變更內容對照表""部分應改以""環境影響差異分析報告""審查.",,0
1001021A,探礦、採礦,陳彥男,1000810,11.4864,花蓮縣,經濟部礦務局,1011227,1020501,有條件通過環境影響評估,辦理結案,說明書,喬朗礦業股份有限公司,,公噸,3057038
1001037A,,張同婉,1000721,0,臺灣地區,交通部,1010705,1011017,審核修正通過,辦理結案,環境調查報告,交通部臺灣區國道新建工程局,本書件為定稿本,,0
1001044A,,陳彥男,1000815,0,臺灣本島,經濟部水利署,1000923,1001130,審核修正通過,辦理結案,變更內容對照表,經濟部水利署南區水資源局,本書件為定稿本,,0
1001054A,,陳彥男,1000816,0,臺中市,經濟部,1000901,1001014,審核修正通過,辦理結案,變更內容對照表,台灣電力股份有限公司,本書件為定稿本,,0
1001063A,,溫育勇,1000729,0,臺南市,交通部,1001121,1010229,審核修正通過,辦理結案,差異分析報告,交通部公路總局,,,0
1001071A,設置液化天然氣接收站(港),溫育勇,1000803,0,臺灣地區,經濟部,1010705,1010907,有條件通過環境影響評估,辦理結案,說明書,台灣中油股份有限公司,,公噸,200
1001084A,,石秉鑫,,0,新北市,經濟部水利署台北水源特定區管理局,-,-,審查中,,變更內容對照表,財團法人臺北縣私立康橋實驗高級中學、秀岡開發事業股份有限公司、永柏企業股份有限公司,本書件為初稿本,,0
1001103A,,溫育勇,1000818,0,宜蘭縣,交通部觀光局,1020325,1020619,審核修正通過,辦理結案,差異分析報告,礁溪遠雄悅來大飯店股份有限公司,,,0
1001113A,,鄭惠文,1000823,0,屏東縣,交通部,1001103,1001223,審核修正通過,辦理結案,差異分析報告,交通部鐵路改建工程局南部工程處,,,0
1001124A,,陳彥男,1000826,0,彰化縣,行政院國家科學委員會,1000913,-,不同意變更,辦理結案,變更內容對照表,行政院國家科學委員會中部科學工業園區管理局,本書件為初稿本；行政院國家科學委員會100年10月13日臺會協字第1000069800號函轉開發單位撤回本案。,,0
1001131A,工廠之設立,溫育勇,1000824,3.942,高雄市,經濟部,1020115,1020501,有條件通過環境影響評估,辦理結案,說明書,台灣中油股份有限公司,,公頃,3.942
1001147A,,張同婉,,0,南投縣,經濟部,1010904,1020204,審核修正通過,辦理結案,環境調查報告,經濟部水利署中區水資源局,,,0
1001154A,,陳彥男,1000901,0,臺灣本島,交通部,1000913,1001223,審核修正通過,辦理結案,變更內容對照表,交通部臺灣區國道新建工程局,本書件為定稿本,,0
1001163A,,朱振豪,1000902,0,臺南市,教育部,1001124,1010208,審核修正通過,辦理結案,差異分析報告,財團法人嘉南藥理科技大學,,,0
1001173A,,林欣怡,1000906,0,新北市,交通部,1020424,1020619,審核修正通過,辦理結案,差異分析報告,交通部公路總局,,,0
1001183A,,何文淵,1000905,0,雲林縣,經濟部,1001116,1010208,審核修正通過,辦理結案,差異分析報告,經濟部水利署中區水資源局,,,0
1001193A,,張同婉,1000905,0,雲林縣,經濟部工業局,1030123,1020909,審查中,補正後再審,差異分析報告,長春石油化學股份有限公司、大連化學工業股份有限公司、長春人造樹脂廠股份有限公司,本書件為修訂本,,0
1001204A,,陳彥男,1000909,0,彰化縣,行政院農業委員會,1000922,1001014,審核修正通過,辦理結案,變更內容對照表,彰化縣政府,本書件為定稿本,,0
1001214A,,邱景昆,1000909,0,雲林縣,經濟部工業局,1001014,1001130,審核修正通過,辦理結案,變更內容對照表,經濟部工業局,本書件為定稿本,,0
1001224A,,羅毓秀,1000913,0,屏東縣,行政院農業委員會、墾丁國家公園管理處,1010910,-,審核修正通過,辦理結案,變更內容對照表,行政院農業委員會林業試驗所,本書件為定稿本,,0
1001234A,,陳彥男,1000915,0,臺南市,行政院國家科學委員會,1000930,1001130,審核修正通過,辦理結案,變更內容對照表,南部科學工業園區管理局,本書件為定稿本,,0
1001243A,,楊智凱,1000913,0,臺灣本島,交通部,1021122,1030416,審查中,補正後再審,差異分析報告,交通部公路總局第二區養護工程處,本書件為修訂本,,0
1001253A,,溫育勇,1000919,0,高雄市,行政院衛生署,1001005,-,其他,撤案,差異分析報告,義大醫療財團法人,本書件為初稿本，開發單位經目的事業主管機關（衛生福利部）03年5月9日衛部醫字第1030113373號函申請撤回本案，本署於103年5月12日函復同意撤回。,,0
1001264A,,陳彥男,1000905,0,桃園縣,交通部,1001012,1001223,審核修正通過,辦理結案,變更內容對照表,交通部臺灣鐵路管理局,本書件為定稿本,,0
1001274A,,邱景昆,,0,臺中市,,-,1000708,審核修正通過,辦理結案,變更內容對照表,台塑石化股份有限公司,本書件為定稿本,,0
1001283A,,張同婉,1000916,0,屏東縣,教育部,1020724,1021113,審核修正通過,辦理結案,差異分析報告,私立慈惠高級護理助產職業學校,,,0
1001294A,,陳彥男,1000922,0,雲林縣,教育部,1001020,1001130,審核修正通過,辦理結案,變更內容對照表,中華學校財團法人中華科技大學,本書件為定稿本,,0
1001304A,,陳彥男,1000922,0,宜蘭縣,行政院文化建設委員會,1001012,1001130,審核修正通過,辦理結案,變更內容對照表,國立傳統藝術中心,本書件為定稿本,,0
1001313A,,溫育勇,1000303,0,彰化縣,行政院國家科學委員會,1000329,-,審核修正通過,辦理結案,差異分析報告,行政院國家科學委員會中部科學工業園區管理局,,,0
1001323A,,朱振豪,1000916,0,臺中市,經濟部工業局,1001017,1001130,審核修正通過,辦理結案,差異分析報告,貝民股份有限公司,,,0
1001331A,風景區之開發,溫育勇,1000919,12.009394,離島地區,交通部,1001031,-,退件/撤銷,辦理結案,說明書,交通部觀光局澎湖國家風景區管理處,本書件為初稿本;本案本署業於100年11月24日以環署綜字第1000102124號函同意開發單位撤回在案.,公頃,12.009394
1001341A,文教建設之開發,林欣怡,1000926,7.3818,新北市,內政部及東北角國家風景區管理處,1020703,-,退件/撤銷,辦理結案,說明書,財團法人靈鷲山佛教基金會,本書件為修訂本；開發單位申請撤回,公頃,7.3818
1001353A,,何文淵,1000926,0,新北市,經濟部水利署臺北水源特定區管理局,1001021,1001130,審核修正通過,辦理結案,差異分析報告,承磐建設開發股份有限公司,,,0
1001364A,,陳彥男,1000928,0,高雄市,經濟部,1001007,1010229,審核修正通過,辦理結案,變更內容對照表,高雄市政府經濟發展局,,,0
1001376A,,楊智凱,1001019,0,臺中市,行政院國家科學委員會,1010622,1010907,審核通過,完成審查,因應對策,中部科學工業園區管理局,,,0
1001404A,,邱景昆,1000930,0,新北市,經濟部,1030120,1030219,審核修正通過,辦理結案,變更內容對照表,台灣電力股份有限公司,本書件為定稿本,,0
1001414A,,陳彥男,1000929,0,臺東縣,經濟部,1001014,1001223,審核修正通過,辦理結案,變更內容對照表,台灣自來水股份有限公司南區工程處,本書件為定稿本,,0
1001421A,觀光(休閒)飯店、旅(賓)館,陳彥男,1001005,2.7949,南投縣,交通部觀光局,1020730,1020830,通過環境影響評估審查,完成審查,說明書,仲成大飯店股份有限公司,本書件為確認本,平方公尺,27949
1001430A,政策環評,陳彥男,,201,新北市,新北市政府,1020719,-,徵詢意見或補正中,初審中,政策評估說明書,新北市政府,本書件為修訂本,公頃,201
1001443A,,陳彥男,1001004,0,桃園縣,經濟部,1010705,1010907,審核修正通過,辦理結案,差異分析報告,遠百企業股份有限公司,,,0
1001454A,,石秉鑫,1001005,0,花蓮縣,經濟部工業局,1001221,1001223,審核修正通過,辦理結案,變更內容對照表,台灣水泥股份有限公司和平分公司,本書件為定稿本,,0
1001464A,,石秉鑫,1000920,0,,,1001013,-,審查中,審查中,變更內容對照表,行政院農業委員會林務局新竹林區管理處,本書件為初稿本,,0
1001471A,醫療建設之開發,陳彥男,1001006,1.06,桃園縣,行政院衛生署,1010216,1010604,有條件通過環境影響評估,辦理結案,說明書,長庚醫療財團法人林口長庚紀念醫院,,公頃,1.06
1001484A,,陳彥男,1001013,0,苗栗縣,教育部,1001028,1010430,審核修正通過,辦理結案,變更內容對照表,國立聯合大學,本書件為定稿本,,0
1001493A,,朱振豪,1000930,0,臺中市,教育部,1001104,1010229,審核修正通過,辦理結案,差異分析報告,國立東勢高級工業職業學校,,,0
1001504A,,陳彥男,1001014,0,屏東縣,行政院農業委員會,1001026,1001130,審核修正通過,辦理結案,變更內容對照表,行政院農業委員會屏東農業生物技術園區籌備處,本書件為定稿本,,0
1001513A,,何文淵,1001014,0,嘉義縣,國立故宮博物院,1010321,1010430,審核修正通過,辦理結案,差異分析報告,國立故宮博物院,,,0
1001524A,,邱景昆,1001020,0,雲林縣,經濟部,1001103,1001223,審查中,辦理結案,變更內容對照表,台塑石化股份有限公司,本書件為定稿本,,0
1001544A,,邱景昆,1001025,0,臺灣地區,雲林縣大埤鄉公所,1010419,1011116,審核修正通過,辦理結案,變更內容對照表,雲林縣大埤鄉公所,本書件為定稿本,,0
1001553A,,鄭惠文,1001024,0,臺灣地區,交通部,1010201,1010907,審核修正通過,辦理結案,差異分析報告,交通部鐵路改建工程局、交通部臺灣鐵路管理局,,,0
1001563A,,陳彥男,1001021,0,臺灣地區,交通部,1010201,1010907,審核修正通過,辦理結案,差異分析報告,交通部高速鐵路工程局、台灣高速鐵路股份有限公司,,,0
1001574A,,陳彥男,1001024,0,高雄市,經濟部,1001109,1001130,審核修正通過,辦理結案,變更內容對照表,台灣電力股份公司,本書件為定稿本,,0
1001584A,,陳彥男,1001026,0,新竹市,教育部,1001109,-,審查中,審查中,變更內容對照表,國立交通大學,本書件為初稿本,,0
1001593A,,陳彥男,1001027,0,臺南市,交通部,1010217,1010725,審核修正通過,辦理結案,差異分析報告,交通部台灣區國道高速公路局,,,0
1001603A,,溫育勇,1001027,0,新竹市,教育部,1010220,1010430,審核修正通過,辦理結案,差異分析報告,國立清華大學,,,0
1001613A,,鄭惠文,1001024,0,新竹縣,經濟部能源局,1001125,1001223,審核修正通過,辦理結案,差異分析報告,新桃電力股份有限公司,,,0
1001623A,,溫育勇,1001111,0,臺中市,經濟部,1001125,1010208,審核修正通過,辦理結案,差異分析報告,台灣中油股份有限公司,,,0
1001633A,,楊智凱,1001109,0,宜蘭縣,經濟部礦物局,1020604,1020830,審核修正通過,辦理結案,差異分析報告,東峻興業股份有限公司,,,0
1001644A,,陳彥男,1001110,0,臺中市,交通部,1001202,1001223,審核修正通過,辦理結案,變更內容對照表,交通部臺灣區國道新建工程局,本書件為定稿本,,0
1001653A,,何文淵,1001102,0,臺灣本島,交通部,1010402,1010430,審核修正通過,辦理結案,差異分析報告,台灣高速鐵路股份有限公司、交通部高速鐵路工程局,,,0
1001661A,蓄水工程之開發,張同婉,1001111,283.03,南投縣,經濟部,1010822,1020115,有條件通過環境影響評估,辦理結案,說明書,經濟部水利署,,公噸,14500000
1001674A,,陳彥男,1001111,0,臺中市,教育部,1001202,1010208,審核修正通過,辦理結案,變更內容對照表,財團法人亞洲大學,本書件為定稿本,,0
1001684A,,陳彥男,1001111,0,彰化縣,教育部,1001125,1001130,審核修正通過,辦理結案,變更內容對照表,秀傳醫學科技學院籌備處,本書件為定稿本,,0
1001694A,,邱景昆,1001108,0,屏東縣,行政院衛生署,-,-,審核修正通過,不實施開發行為,變更內容對照表,財團法人屏東基督教醫院,本書件為定稿本,,0
1001704A,,石秉鑫,1001129,0,新北市,經濟部,1010314,1010604,審核修正通過,辦理結案,變更內容對照表,台灣電力股份有限公司,本書件為定稿本,,0
1001718A,,張同婉,1001115,0,高雄市,教育部,1001206,-,其他,辦理結案,其他 (評估書+對照表),高苑科技大學,"本書件為初稿本;開發單位申請撤回, 業經本署101年8月8日同意在案.",,0
1001723A,,張同婉,1001116,0,新竹縣,交通部,1010223,1010430,審核修正通過,辦理結案,差異分析報告,交通部鐵路改建工程局東部工程處,,,0
1001733A,,溫育勇,1001110,0,苗栗縣,行政院衛生署,1010222,1010430,審核修正通過,辦理結案,差異分析報告,醫療財團法人遠雄健康生活園區基金會,,,0
1001743A,,楊智凱,1001116,0,臺灣本島,交通部,1010522,1010604,審核修正通過,辦理結案,差異分析報告,台北市政府捷運工程局,,,0
1001754A,,邱景昆,1001206,0,高雄市,經濟部,1001228,1010327,審核修正通過,辦理結案,變更內容對照表,台灣中油股份有限公司,本書件為定稿本,,0
1001764A,,陳彥男,1001117,0,臺中市,行政院國家科學委員會,1010116,1010430,審核修正通過,辦理結案,變更內容對照表,行政院國家科學委員會中部科學工業園區管理局,本書件為定稿本,,0
1001774A,,石秉鑫,1001206,0,臺灣本島,交通部,1001229,1010208,審核修正通過,辦理結案,變更內容對照表,交通部高速鐵路工程局,本書件為定稿本,,0
1001783A,,楊智凱,1001209,0,臺灣本島,交通部,1010516,1010725,審核修正通過,辦理結案,差異分析報告,交通部高速鐵路工程局台灣高速鐵路股份有限公司,,,0
1001794A,,陳彥男,1001216,0,雲林縣,交通部觀光局,1010306,1010725,審核修正通過,辦理結案,變更內容對照表,劍湖山世界股份有限公司,本書件為定稿本,,0
1001804A,,陳彥男,1001130,0,花蓮縣,經濟部工業局,1001214,1010229,審核修正通過,辦理結案,變更內容對照表,和平工業區專用港實業股份有限公司,,,0
1001814A,,陳彥男,1001130,0,新北市,交通部,1001229,1010229,審核修正通過,辦理結案,變更內容對照表,交通部臺灣區國道新建工程局,,,0
1001824A,,陳彥男,1001201,0,高雄市,交通部,1001220,1010725,審核修正通過,辦理結案,變更內容對照表,高雄捷運股份有限公司,本書件為定稿本,,0
1001838A,,邱景昆,,0,,,-,-,審查中,審查中,其他,台塑關係企業,本書件為修訂本,,0
1001854A,,陳彥男,1001220,0,桃園縣,經濟部,1010104,1010725,審核修正通過,辦理結案,變更內容對照表,台灣電力股份有限公司,本書件為定稿本,,0
1001874A,,石秉鑫,1001212,0,新北市,經濟部水利署臺北水源特定區管理局,-,-,審查中,審查中,變更內容對照表,掬月建設股份有限公司(本次加入),1.本書件為修定本2.原始開發單位：康橋學校財團法人台北縣康橋實驗高級中學、秀岡開發事業股份有限公司、永柏企業股份有限公司；掬月建設股份有限公司(本次申請加入),,0
1001883A,,朱振豪,1001130,0,高雄市,行政院體育委員會,1010618,1010725,審核修正通過,辦理結案,差異分析報告,行政院體育委員會,,,0
1001891A,文教建設之開發,楊智凱,1001209,20,臺中市,教育部,1020227,-,審查中,預備提會,說明書,國立勤益科技大學,本書件為修訂本,公頃,20
1001904A,,陳彥男,1001223,0,臺灣地區,交通部,1010112,1010208,審核修正通過,辦理結案,變更內容對照表,交通部高速鐵路工程局、台灣高速鐵路股份有限公司,,,0
1001914A,,邱景昆,1010120,0,桃園縣,交通部,1010220,1011017,審核修正通過,完成審查,變更內容對照表,交通部公路總局第一區養護工程處,本書件為定稿本,,0
1001928A,,邱景昆,,0,,,-,-,審查中,非環評案件,其他 (環調),,,,0
1001934A,,陳彥男,1001222,0,屏東縣,交通部,-,1010208,審核修正通過,辦理結案,變更內容對照表,交通部民用航空局,本書件為定稿本,,0
1001944A,,邱景昆,1010118,0,臺南市,經濟部,1010215,-,審查中,審查中,變更內容對照表,臺南市政府經濟發展局,本書件為初稿本,,0
1001953A,,何文淵,1001230,0,臺灣本島,交通部,1010516,1010725,審核修正通過,辦理結案,差異分析報告,交通部高速鐵路工程局及台灣高速鐵路股份有限公司,,,0
1001963A,,溫育勇,1010102,0,高雄市,經濟部,1010816,1020708,審核修正通過,辦理結案,差異分析報告,台灣中油股份有限公司,,,0
1001973A,,溫育勇,1010102,0,高雄市,經濟部,1010816,1020708,審核修正通過,辦理結案,差異分析報告,台灣中油股份有限公司,,,0
1001983A,,張同婉,1001228,0,高雄市,經濟部,1010426,1010725,審核修正通過,辦理結案,差異分析報告,台灣電力股份有限公司,,,0
1001993A,,張同婉,1000913,0,彰化縣,經濟部工業局,1010103,1010430,審核修正通過,辦理結案,差異分析報告,經濟部工業局,,,0
1002006A,,黃珮瑜,1000525,0,彰化縣,經濟部,1020827,1030108,審核通過,完成審查,因應對策,經濟部工業局,本案與0991807A此案合併召開會議；本書件為確認本,,0
1010011Z,園區之開發,楊素禎,,16.8215,金門縣,金門縣政府,-,-,退件/撤銷,辦理結案,說明書,金門縣政府,本書件為修訂本。本案本府業於102年5月22日以府環一字第1020039346號函同意開發單位撤回在案。,公頃,16.8215
1010011Y,,王榮龍,,,連江縣,,-,-,審查中,,說明書,連江縣南竿鄉公所,,,
1010011U,文教建設之開發,蘇高正,1010223,7.4999,嘉義市,嘉義市政府教育處,-,1010412,有條件通過環境影響評估,辦理結案,說明書,嘉義市立南興國民中學,,公頃,7.4999
1010011O,觀光(休閒)飯店、旅(賓)館,歐玲珠,,6.094259,臺東縣,台東縣政府觀光旅遊處,-,1011222,有條件通過環境影響評估,完成審查,說明書,美麗灣渡假村股份有限公司,,平方公尺,60942.59
1010011N,觀光(休閒)飯店、旅(賓)館,施明聰,,1.07,屏東縣,屏東縣政府城鄉發展處,1010110,1010309,有條件通過環境影響評估,辦理結案,說明書,行政院原住民族委員會文化園區管理局,附錄1.,公頃,1.07
1010011K,觀光(休閒)飯店、旅(賓)館,莊慧冠,,0.4582,嘉義縣,嘉義縣政府,1020520,-,審查中,初審中,說明書,霖雲國際開發股份有限公司,,平方公尺,4582
1010011J,放射性廢棄物貯存或處理設施興建,,,0,雲林縣,,1010710,-,審查中,補正後再審,說明書,日友環保科技股份有限公司,,平方公尺,14395
1010011I,觀光(休閒)飯店、旅(賓)館,廖榮志,1011128,55.677,南投縣,南投縣政府觀光處,1020125,-,有條件通過環境影響評估,完成審查,說明書,南投縣政府,102年7月11日府授環綜字第1020133612號函定稿本核備,公頃,55.677
1010011H,道路之開發,陳正光,1010105,0,彰化縣,彰化縣政府,1010229,-,有條件通過環境影響評估,辦理結案,說明書,彰化縣政府工務處,,公里,9.4
1010011E,道路之開發,黃麟晴,1011009,8.9,新竹縣,新竹縣政府工務處,1011114,1011126,有條件通過環境影響評估,初審中,說明書,新竹縣政府,,公里,3.411
1010013X,,,,0,高雄市,,-,1001102,審核修正通過,辦理結案,差異分析報告,神威天臺山天臺聖宮管理委員會,,,0
1010013R,,莊惠如,1010113,0,基隆市,基隆市政府都市發展處,-,1010213,審核修正通過,辦理結案,差異分析報告,基隆市政府,,,0
1010013P,,蔡依倩,1001130,0,花蓮縣,花蓮縣政府,1010220,-,審核修正通過,完成審查,差異分析報告,花蓮縣政府,定稿本,,0
1010013A,,陳彥男,1001118,0,花蓮縣,交通部觀光局,1020205,1020603,審核修正通過,辦理結案,差異分析報告,遠雄海洋公園股份有限公司,,,0
1010014W,,鄧淞駿,,,臺北市,,-,-,審查中,,變更內容對照表,新光人壽保險股份有限公司,,,
1010014V,,郭殷碩,1010320,0,臺南市,臺南市政府經濟發展局,-,1010518,審核修正通過,辦理結案,變更內容對照表,大進精工股份有限公司,,,0
1010014S,,李正怡,,,新竹市,,1010210,1010314,審查中,,變更內容對照表,新竹市政府,,,
